nomi,yil,janr,reyting,distribyutor,byudjet,ichki_daromad,jahon_daromadi
Hevi reissu,2018,Comedy,,Music Box Films,3800000.0,9079.0,9079.0
Casa de Areia,2006,Drama,R,Sony Pictures Classics,3750000.0,539285.0,1178175.0
Defendor,2010,Drama,R,,3750000.0,44462.0,44462.0
The History Boys,2006,Comedy,R,Fox Searchlight,3700000.0,2730296.0,13447998.0
The Witch,2016,Horror,R,A24,3500000.0,25138705.0,40454520.0
Empire,2002,Drama,R,Universal,3500000.0,17504595.0,18495444.0
Forever My Girl,2018,Drama,PG,Roadside Attractions,3500000.0,16376066.0,16376066.0
Pootie Tang,2001,Comedy,PG-13,Paramount Pictures,3500000.0,3293258.0,3293258.0
Believe,2016,Drama,PG,Smith Global Media,3500000.0,890303.0,890303.0
La otra conquista,2000,Drama,R,Hombre de Oro,3500000.0,886410.0,886410.0
American Honey,2016,Drama,R,A24,3500000.0,663247.0,2611750.0
Trolljegeren,2011,Horror,PG,Magnet Pictures,3500000.0,253444.0,5706638.0
Ira and Abby,2007,Comedy,R,Magnolia Pictures,3500000.0,221096.0,221096.0
The Masked Saint,2016,Action,PG-13,Freestyle Releasing,3500000.0,182695.0,182695.0
Winter Passing,2006,Drama,R,Focus Features,3500000.0,107492.0,113783.0
D.E.B.S.,2005,Action,PG-13,Samuel Goldwyn Films,3500000.0,96793.0,96793.0
Jagten,2013,Drama,R,Magnolia Pictures,3450000.0,687185.0,18309793.0
Margin Call,2011,Drama,R,Roadside Attractions,3400000.0,5353586.0,20433227.0
Choke,2008,Comedy,R,Fox Searchlight,3400000.0,2926565.0,4124277.0
Whiplash,2014,Drama,R,Sony Pictures Classics,3300000.0,13092006.0,37825230.0
Bella,2007,Drama,PG-13,Roadside Attractions,3300000.0,8093373.0,12405473.0
Cidade de Deus,2003,Drama,R,Miramax,3300000.0,7563397.0,32059295.0
Maria Full of Grace,2004,Drama,R,New Line,3200000.0,6529624.0,14441158.0
Beginners,2011,Drama,R,Focus Features,3200000.0,5790894.0,14314407.0
The Meddler,2016,Comedy,PG-13,Sony Pictures Classics,3200000.0,4267219.0,5526942.0
Adam,2009,Drama,PG-13,Fox Searchlight,3200000.0,2283291.0,2834485.0
Feast,2006,Horror,R,Weinstein/Dimension,3200000.0,56131.0,690872.0
Paranormal Activity 2,2010,Horror,R,Paramount Pictures,3000000.0,84752907.0,177512032.0
War Room,2015,Drama,PG,Sony Pictures,3000000.0,67790117.0,73975239.0
Pokemon 3: The Movie,2001,Adventure,G,Warner Bros.,3000000.0,17052128.0,68452128.0
Next Day Air,2009,Comedy,R,Summit Entertainment,3000000.0,10027047.0,10172519.0
Before Midnight,2013,Drama,R,Sony Pictures Classics,3000000.0,8110621.0,23251930.0
The Collector,2009,Horror,R,Freestyle Releasing,3000000.0,7712114.0,10473836.0
Woman Thou Art Loosed,2004,Drama,R,Magnolia Pictures,3000000.0,6879730.0,6879730.0
Real Women Have Curves,2002,Comedy,PG-13,Newmarket Films,3000000.0,5853194.0,7777790.0
Water,2006,Drama,PG-13,Fox Searchlight,3000000.0,5529144.0,11322573.0
Don’t Think Twice,2016,Comedy,R,Film Arcade,3000000.0,4417983.0,4417983.0
Swiss Army Man,2016,Drama,R,A24,3000000.0,4210454.0,5837111.0
East is East,2000,Comedy,R,Miramax,3000000.0,4170647.0,30438635.0
Whipped,2000,Comedy,R,Destination Films,3000000.0,4142507.0,4142507.0
Frances Ha,2013,Comedy,R,IFC Films,3000000.0,4067398.0,11262769.0
Compadres,2016,Comedy,R,Lionsgate,3000000.0,3127773.0,7445044.0
Tsotsi,2006,Drama,R,Miramax,3000000.0,2912606.0,11537539.0
Letters to God,2010,Drama,PG,Vivendi Entertainment,3000000.0,2848587.0,3237452.0
Tusk,2014,Horror,R,A24,3000000.0,1821983.0,1857688.0
Elephant,2003,Drama,R,Fine Line,3000000.0,1266955.0,10051516.0
Bachelorette,2012,Comedy,R,Weinstein Co.,3000000.0,446770.0,12577401.0
Everybody Wants to Be Italian,2008,Comedy,R,Roadside Attractions,3000000.0,351416.0,351416.0
Creature,2011,Horror,R,The Bubble Factory,3000000.0,331000.0,331000.0
Chain Letter,2010,Horror,R,New Films Cinema,3000000.0,205842.0,1022453.0
Tim and Eric's Billion Dollar Movie,2012,Comedy,R,Magnet Pictures,3000000.0,201436.0,223652.0
Holly,2007,Drama,R,Priority Films,3000000.0,163069.0,163069.0
The Grand,2008,Comedy,R,Anchor Bay Entertai…,3000000.0,115879.0,115879.0
Sommersturm,2006,Drama,R,Regent Releasing,3000000.0,95204.0,95204.0
Fort McCoy,2014,Drama,R,Monterey Media,3000000.0,78948.0,78948.0
Before We Go,2015,Drama,PG-13,Radius,3000000.0,37151.0,483938.0
Tanner Hall,2011,Drama,R,Anchor Bay Entertai…,3000000.0,5073.0,5073.0
My Big Fat Independent Movie,2005,Comedy,R,Big Fat Movies,3000000.0,4655.0,4655.0
They Came Together,2014,Comedy,R,Lionsgate,3000000.0,0.0,82780.0
Barry Munday,2010,Comedy,R,Magnolia Pictures,3000000.0,0.0,0.0
High Tension,2005,Horror,R,Lionsgate,2850000.0,3681066.0,6435262.0
Hustle & Flow,2005,Drama,R,Paramount Vantage,2800000.0,22202809.0,23591783.0
Artie Lange's Beer League,2006,Comedy,R,Freestyle Releasing,2800000.0,475000.0,475000.0
Diary of the Dead,2008,Horror,R,Weinstein Co.,2750000.0,952620.0,5394447.0
Ida,2014,Drama,PG-13,Music Box Films,2600000.0,3827060.0,15298355.0
Timber Falls,2007,Horror,R,Slowhand Cinema,2600000.0,0.0,71248.0
A Haunted House,2013,Comedy,R,Open Road,2500000.0,40041683.0,59922558.0
Garden State,2004,Drama,R,Fox Searchlight,2500000.0,26782316.0,36028802.0
The Spectacular Now,2013,Drama,R,A24,2500000.0,6852971.0,6916951.0
Hunt for the Wilderpeople,2016,Comedy,PG-13,The Orchard,2500000.0,5205471.0,23845533.0
Robot & Frank,2012,Drama,PG-13,Samuel Goldwyn Films,2500000.0,3317468.0,4934356.0
Jesus' Son,2000,Drama,R,Lionsgate,2500000.0,1282084.0,1687548.0
Saving Face,2005,Comedy,R,Sony Pictures Classics,2500000.0,1187266.0,1269705.0
Brick Lane,2008,Drama,PG-13,Sony Pictures Classics,2500000.0,1094998.0,3838486.0
Eye of the Dolphin,2007,Drama,PG-13,Monterey Media,2500000.0,72210.0,72260.0
Underdogs,2013,Drama,PG,Freestyle Releasing,2500000.0,35017.0,35017.0
Alien Uprising,2013,Action,R,Phase 4 Films,2500000.0,0.0,0.0
Go For It!,2011,Drama,PG-13,Lionsgate,2450000.0,180237.0,182358.0
Idiocracy,2006,Comedy,R,20th Century Fox,2400000.0,444093.0,500296.0
Do You Believe?,2015,Drama,PG-13,Pure Flix Entertain…,2300000.0,12985600.0,14305450.0
Frontera,2014,Drama,PG-13,Magnolia Pictures,2300000.0,59696.0,59696.0
Redemption Road,2011,Drama,PG-13,Freestyle Releasing,2300000.0,29384.0,29384.0
The Last Sin Eater,2007,Drama,PG-13,20th Century Fox,2200000.0,388390.0,388390.0
Bully,2001,Drama,R,Lionsgate,2100000.0,881824.0,1381824.0
Mi America,2016,Drama,R,Industrial House Films,2100000.0,3330.0,3330.0
Courageous,2011,Drama,PG-13,Sony Pictures,2000000.0,34522221.0,35185884.0
It Follows,2015,Horror,R,RADiUS-TWC,2000000.0,14674077.0,23250755.0
Silent House,2012,Horror,R,Open Road,2000000.0,12739737.0,16610760.0
Das Leben der Anderen,2007,Drama,R,Sony Pictures Classics,2000000.0,11284657.0,81197047.0
Winter's Bone,2010,Drama,R,Roadside Attractions,2000000.0,6531503.0,16131551.0
American Splendor,2003,Drama,R,Fine Line,2000000.0,6003587.0,8685632.0
The Florida Project,2017,Drama,R,A24,2000000.0,5904366.0,11303040.0
All Saints,2017,Drama,PG,Sony Pictures,2000000.0,5802208.0,5941994.0
Before Sunset,2004,Drama,R,Warner Independent,2000000.0,5792822.0,11217346.0
Amores Perros,2001,Drama,R,Lionsgate,2000000.0,5383834.0,20883834.0
Thirteen,2003,Drama,R,Fox Searchlight,2000000.0,4601043.0,9505996.0
Me and You and Everyone We Know,2005,Drama,R,IFC Films,2000000.0,3885134.0,9615464.0
We Are Your Friends,2015,Drama,R,Warner Bros.,2000000.0,3591417.0,10166209.0
Harsh Times,2006,Drama,R,MGM,2000000.0,3337931.0,6225304.0
Ghost Dog: The Way of the Samurai,2000,Drama,R,Artisan,2000000.0,3330230.0,10672492.0
Captive,2015,Drama,PG-13,Paramount Pictures,2000000.0,2583301.0,2791973.0
Full Frontal,2002,Comedy,R,Miramax,2000000.0,2512846.0,3438804.0
Hearts Beat Loud,2018,Drama,PG-13,Gunpowder & Sky,2000000.0,2386254.0,2420962.0
The Resurrection of Gavin Stone,2017,Comedy,PG,High Top Releasing,2000000.0,2303792.0,2303792.0
Strangers with Candy,2006,Comedy,R,ThinkFilm,2000000.0,2072645.0,2077844.0
Son of Rambow: A Home Movie,2008,Comedy,PG-13,Paramount Vantage,2000000.0,1785505.0,11263263.0
The Diary of a Teenage Girl,2015,Drama,R,Sony Pictures Classics,2000000.0,1477002.0,2279959.0
Meek's Cutoff,2011,Drama,PG,Oscilloscope Pictures,2000000.0,977772.0,1869928.0
Dinner Rush,2001,Drama,R,Access Motion Pictu…,2000000.0,638227.0,1075504.0
The Virginity Hit,2010,Comedy,R,Sony Pictures,2000000.0,636706.0,636706.0
House of D,2005,Drama,PG-13,Lionsgate,2000000.0,388532.0,466106.0
Teeth,2008,Comedy,R,Roadside Attractions,2000000.0,347578.0,2350641.0
Sherrybaby,2006,Drama,R,IFC Films,2000000.0,199176.0,759504.0
It's All Gone Pete Tong,2005,Drama,R,Matson,2000000.0,120620.0,2226603.0
Growing up Smith,2017,Comedy,PG-13,Good Deed Entertain…,2000000.0,35312.0,35312.0
Super Capers,2009,Adventure,PG,Roadside Attractions,2000000.0,30955.0,30955.0
London,2006,Drama,R,IDP/Goldwyn/Roadside,2000000.0,12667.0,12667.0
Eden Lake,2008,Horror,R,Third Rail,2000000.0,7321.0,4294373.0
Say Uncle,2006,Comedy,R,TLA Releasing,2000000.0,5361.0,5361.0
Grave Encounters,2011,Horror,,TriBeca Films,2000000.0,0.0,2151887.0
Rockaway,2007,Drama,R,Off-Hollywood Distr…,2000000.0,0.0,0.0
Small Apartments,2013,Comedy,R,Morocco Junction Pi…,2000000.0,0.0,0.0
The Dog Lover,2016,Drama,PG,ESX Entertainment,2000000.0,0.0,0.0
Nowhere Boy,2010,Drama,R,Weinstein Co.,1900000.0,1445366.0,7785229.0
Northfork,2003,Drama,PG-13,Paramount Vantage,1900000.0,1420578.0,1445140.0
Brotherly Love,2015,Drama,R,Freestyle Releasing,1900000.0,478595.0,478595.0
Submarine,2011,Comedy,R,Weinstein Co.,1900000.0,467602.0,4581937.0
The Last Exorcism,2010,Horror,PG-13,Lionsgate,1800000.0,41034350.0,70165900.0
Beasts of the Southern Wild,2012,Drama,PG-13,Fox Searchlight,1800000.0,12795746.0,23265132.0
El crimen de padre Amaro,2002,Drama,R,Goldwyn Entertainment,1800000.0,5719000.0,5719000.0
Songcatcher,2001,Drama,PG-13,Lionsgate,1800000.0,3050934.0,3050934.0
Higher Ground,2011,Drama,R,Sony Pictures Classics,1800000.0,841056.0,842693.0
I Spit on Your Grave,2010,Horror,R,Anchor Bay Entertai…,1750000.0,93051.0,1278471.0
In the Bedroom,2001,Drama,R,Miramax,1700000.0,35930604.0,42137871.0
La misma luna,2008,Drama,PG-13,Weinstein Co.,1700000.0,12590147.0,23271741.0
The Lunchbox,2014,Drama,PG,Sony Pictures Classics,1700000.0,4231500.0,12231500.0
Grace Unplugged,2013,Drama,PG,Roadside Attractions,1700000.0,2507159.0,2507159.0
Saul fia,2015,Drama,R,Sony Pictures Classics,1700000.0,1777043.0,9696537.0
My Summer of Love,2005,Drama,R,Focus Features,1700000.0,1000915.0,4727375.0
Yes,2005,Drama,R,Sony Pictures Classics,1700000.0,396035.0,661221.0
Bubble,2006,Drama,R,Magnolia Pictures,1600000.0,145382.0,145382.0
I Love Your Work,2005,Comedy,R,ThinkFilm,1600000.0,3264.0,3264.0
Insidious,2011,Horror,R,FilmDistrict,1500000.0,54009150.0,99870886.0
Moonlight,2016,Drama,R,A24,1500000.0,27854931.0,65322266.0
Cabin Fever,2003,Horror,R,Lionsgate,1500000.0,21158188.0,30351664.0
The Squid and the Whale,2005,Drama,R,IDP/Goldwyn/Roadside,1500000.0,7372734.0,11191423.0
The To Do List,2013,Comedy,R,CBS Films,1500000.0,3491669.0,4128828.0
I’m Not Ashamed,2016,Drama,PG-13,Pure Flix Entertain…,1500000.0,2082980.0,2082980.0
Nueve Reinas,2002,Drama,R,Sony Pictures Classics,1500000.0,1222889.0,12412889.0
The Lords of Salem,2013,Horror,R,Anchor Bay Entertai…,1500000.0,1165881.0,1541131.0
The Ballad of Jack and Rose,2005,Drama,R,IFC Films,1500000.0,712294.0,1126258.0
The Believer,2002,Drama,R,Sony Pictures,1500000.0,406035.0,1840248.0
Snow Angels,2008,Drama,R,Warner Independent,1500000.0,402858.0,414404.0
MOOZ-lum,2011,Drama,PG-13,Peace Film LLC,1500000.0,362239.0,372239.0
Amigo,2011,Drama,R,Variance Films,1500000.0,184705.0,184705.0
Hatchet,2007,Horror,R,Anchor Bay Entertai…,1500000.0,175281.0,240396.0
My Name is Bruce,2008,Horror,R,Image Entertainment,1500000.0,173066.0,173066.0
The Salon,2007,Comedy,PG-13,Freestyle Releasing,1500000.0,139084.0,139084.0
Stolen Summer,2002,Drama,PG,Miramax,1500000.0,119841.0,119841.0
Forty Shades of Blue,2005,Drama,R,Vitagraph Films,1500000.0,75828.0,172569.0
Trucker,2009,Drama,R,Monterey Media,1500000.0,52429.0,52429.0
Teefa in Trouble,2018,Action,,Yash Raj Films,1500000.0,0.0,98806.0
Fetching Cody,2006,Drama,,,1500000.0,0.0,0.0
The Lion of Judah,2011,Adventure,PG,Rocky Mountain Pict…,1500000.0,0.0,0.0
Mustang,2015,Drama,PG-13,Cohen Media Group,1400000.0,845464.0,5545484.0
The Holy Girl,2005,Drama,R,Fine Line,1400000.0,304124.0,1261792.0
Journey from the Fall,2007,Drama,R,Imaginasian,1300000.0,635305.0,635305.0
The Basket,2000,Drama,PG,MGM,1300000.0,609042.0,609042.0
Filly Brown,2013,Drama,R,Lionsgate,1250000.0,2850357.0,2940411.0
Saw,2004,Horror,R,Lionsgate,1200000.0,55968727.0,103880027.0
Super Troopers,2002,Comedy,R,Fox Searchlight,1200000.0,18492362.0,23046142.0
Monsoon Wedding,2002,Comedy,R,USA Films,1200000.0,13876974.0,27025600.0
You Can Count on Me,2000,Drama,R,Paramount Vantage,1200000.0,9180275.0,10827356.0
Home Run,2013,Drama,PG-13,Samuel Goldwyn Films,1200000.0,2859955.0,2859955.0
But I'm a Cheerleader,2000,Comedy,R,Lionsgate,1200000.0,2205627.0,2509344.0
Blue Like Jazz,2012,Comedy,PG-13,Roadside Attractions,1200000.0,595018.0,595018.0
Que Horas Ela Volta?,2015,Drama,R,Oscilloscope Pictures,1200000.0,376976.0,3247411.0
Grand Theft Parsons,2004,Drama,PG-13,Swipe Films,1200000.0,0.0,0.0
Crowsnest,2012,Horror,R,IFC Midnight,1200000.0,0.0,0.0
Airborne,2012,Horror,,Image Entertainment,1200000.0,0.0,0.0
God’s Not Dead,2014,Drama,PG,Pure Flix Entertain…,1150000.0,60755732.0,63777092.0
Waiting...,2005,Comedy,R,Lionsgate,1125000.0,16124543.0,18673274.0
Wolf Creek,2005,Horror,R,Weinstein Co.,1100000.0,16186348.0,29005064.0
Ong-Bak,2005,Action,R,Magnolia Pictures,1100000.0,4563167.0,24062965.0
Serbuan maut,2012,Action,R,Sony Pictures Classics,1100000.0,4105123.0,9297407.0
Beyond the Black Rainbow,2012,Drama,R,Mongrel Media,1100000.0,56491.0,56491.0
The Devil Inside,2012,Horror,R,Paramount Pictures,1000000.0,53262945.0,101759490.0
Unfriended,2015,Horror,R,Universal,1000000.0,32789645.0,62869004.0
You're Next,2013,Horror,R,Lionsgate,1000000.0,18494006.0,26887177.0
Chernobyl Diaries,2012,Horror,R,Warner Bros.,1000000.0,18119640.0,42411721.0
Godzilla 2000,2000,Action,PG,Sony Pictures,1000000.0,10037390.0,10037390.0
Blue Valentine,2010,Drama,R,Weinstein Co.,1000000.0,9737892.0,16566240.0
Transamerica,2006,Drama,R,Weinstein Co.,1000000.0,9015303.0,16553163.0
Unfriended: Dark Web,2018,Horror,R,OTL Releasing,1000000.0,8783985.0,9620953.0
The Green Inferno,2015,Horror,R,High Top Releasing,1000000.0,7192291.0,12931569.0
The Sessions,2012,Drama,R,Fox Searchlight,1000000.0,6002451.0,11495204.0
October Baby,2012,Drama,PG-13,Five & Two Pictures,1000000.0,5355847.0,5391992.0
The Skeleton Twins,2014,Drama,R,Lionsgate/Roadside …,1000000.0,5284309.0,5797192.0
Junebug,2005,Drama,R,Sony Pictures Classics,1000000.0,2678010.0,3553253.0
Frozen River,2008,Drama,R,Sony Pictures Classics,1000000.0,2511476.0,6030129.0
Sidewalks of New York,2001,Comedy,R,Paramount Vantage,1000000.0,2402459.0,3575308.0
The Secrets of Jonathan Sperry,2009,Drama,PG,Five & Two Pictures,1000000.0,1355079.0,1355079.0
Bubba Ho-Tep,2003,Comedy,R,Vitagraph Films,1000000.0,1239183.0,1492895.0
No Man's Land,2001,Drama,R,MGM,1000000.0,1067481.0,2684207.0
Patti Cake$,2017,Comedy,R,Fox Searchlight,1000000.0,800148.0,1471090.0
Panic,2000,Drama,R,Roxie Releasing,1000000.0,779137.0,1425707.0
Palo Alto,2014,Drama,R,TriBeca Films,1000000.0,767732.0,1156309.0
The Future,2011,Drama,R,Roadside Attractions,1000000.0,568662.0,1239174.0
All the Real Girls,2003,Drama,R,Sony Pictures Classics,1000000.0,549666.0,703020.0
23 Blast,2014,Drama,PG-13,Abramorama Films,1000000.0,549185.0,549185.0
Blue Car,2003,Drama,R,Miramax,1000000.0,464126.0,475367.0
Wristcutters: A Love Story,2007,Comedy,R,Autonomous Films,1000000.0,446165.0,473769.0
Luminarias,2000,Comedy,R,,1000000.0,428535.0,428535.0
I Origins,2014,Drama,R,Fox Searchlight,1000000.0,336472.0,852399.0
The Battle of Shaker Heights,2003,Comedy,PG-13,Miramax,1000000.0,280351.0,839145.0
Love Liza,2002,Drama,R,,1000000.0,213137.0,213137.0
Lisa Picard is Famous,2001,Comedy,PG-13,,1000000.0,113433.0,113433.0
The House of the Devil,2009,Horror,R,Magnolia Pictures,1000000.0,101215.0,102812.0
Hardflip,2012,Drama,PG-13,Rocky Mountain Pict…,1000000.0,96734.0,96734.0
Creative Control,2016,Drama,R,Magnolia Pictures,1000000.0,63014.0,63014.0
Camp X-Ray,2014,Drama,R,IFC Films,1000000.0,9837.0,9837.0
Special,2008,Drama,R,Revolver Entertainment,1000000.0,7202.0,26822.0
The Sisterhood of Night,2015,Drama,PG-13,Freestyle Releasing,1000000.0,6870.0,6870.0
The Helix…Loaded,2005,Comedy,R,Romar,1000000.0,3700.0,3700.0
Childless,2015,Drama,R,Monterey Media,1000000.0,1036.0,1036.0
In Her Line of Fire,2006,Action,R,Regent Releasing,1000000.0,884.0,884.0
Jimmy and Judy,2006,Action,R,Outrider Pictures,1000000.0,0.0,0.0
The Poker House,2009,Drama,R,Phase 4 Films,1000000.0,0.0,0.0
Proud,2005,Drama,PG,Castle Hill Product…,1000000.0,0.0,0.0
Steppin: The Movie,2008,Comedy,PG-13,Weinstein Co.,1000000.0,0.0,0.0
Zombies of Mass Destruction,2010,Comedy,R,After Dark,1000000.0,0.0,0.0
Hard Candy,2006,Horror,R,Lionsgate,950000.0,1024640.0,8267066.0
Charly,2002,Comedy,PG,Excel Entertainment,950000.0,814666.0,814666.0
L!fe Happens,2012,Comedy,R,PMK*BNC,930000.0,30905.0,30905.0
Lowriders,2017,Drama,PG-13,BH Tilt,916000.0,6179955.0,6188421.0
Fruitvale Station,2013,Drama,R,Weinstein Co.,900000.0,16098998.0,17549645.0
Meet the Blacks,2016,Comedy,R,Freestyle Releasing,900000.0,9097072.0,9097072.0
Circumstance,2011,Drama,R,Roadside Attractions,900000.0,454121.0,958978.0
The Quiet,2006,Drama,R,Sony Pictures Classics,900000.0,381420.0,381420.0
"For a Good Time, Call",2012,Comedy,R,Focus Features,850000.0,1251749.0,1386088.0
Latter Days,2004,Drama,R,TLA Releasing,850000.0,833118.0,865708.0
Time Changer,2002,Drama,PG,Five & Two Pictures,825000.0,1500711.0,1500711.0
Jodaeiye Nader az Simin,2011,Drama,PG-13,Sony Pictures Classics,800000.0,7098492.0,24426169.0
Raising Victor Vargas,2003,Drama,R,Samuel Goldwyn Films,800000.0,2073984.0,2900578.0
The Mudge Boy,2004,Drama,R,Strand,800000.0,62544.0,62544.0
Saints and Soldiers,2004,Drama,PG-13,Excel Entertainment,780000.0,1310470.0,1310470.0
Safety Not Guaranteed,2012,Comedy,R,FilmDistrict,750000.0,4010957.0,4422318.0
The Innkeepers,2012,Horror,R,Magnolia Pictures,750000.0,78396.0,1011535.0
Il conformista,2014,Drama,R,Kino Lorber,750000.0,59656.0,89609.0
Undead,2005,Horror,R,Lionsgate,750000.0,41196.0,229250.0
All the Boys Love Mandy Lane,2013,Horror,R,Radius,750000.0,0.0,1960521.0
Half Nelson,2006,Drama,R,ThinkFilm,700000.0,2697938.0,4911725.0
Mercy Streets,2000,Drama,PG-13,,600000.0,173599.0,173599.0
Drunk Wedding,2015,Comedy,R,Paramount Pictures,600000.0,3301.0,3301.0
Fireproof,2008,Drama,PG,Samuel Goldwyn Films,500000.0,33456317.0,33473297.0
The Station Agent,2003,Drama,R,Miramax,500000.0,5801558.0,9470209.0
To Save a Life,2010,Drama,PG-13,Samuel Goldwyn Films,500000.0,3777210.0,3824868.0
The Singles Ward,2002,Comedy,PG,Halestorm Entertain…,500000.0,1250798.0,1250798.0
Osama,2004,Drama,PG-13,MGM,500000.0,1127331.0,1971479.0
Groove,2000,Comedy,R,Sony Pictures Classics,500000.0,1115313.0,1167524.0
The R.M.,2003,Comedy,PG,Halestone,500000.0,1111615.0,1111615.0
Mean Creek,2004,Drama,R,Paramount Vantage,500000.0,603951.0,1348750.0
Drinking Buddies,2013,Drama,R,Magnolia Pictures,500000.0,343706.0,407100.0
Civil Brand,2003,Drama,R,Lionsgate,500000.0,254293.0,254293.0
Monsters,2010,Drama,R,Magnet Pictures,500000.0,237301.0,5639730.0
Lonesome Jim,2006,Comedy,R,IFC Films,500000.0,154187.0,602789.0
O Menino e o Mundo,2015,Adventure,PG,GKIDS,500000.0,129479.0,271893.0
The Californians,2005,Drama,PG,Fabrication Films,500000.0,4134.0,4134.0
Everything Put Together,2001,Drama,R,,500000.0,0.0,7890.0
Paranormal Activity,2009,Horror,R,Paramount Pictures,450000.0,107918810.0,194183034.0
Brick,2006,Drama,R,Focus/Rogue Pictures,450000.0,2075743.0,4243996.0
Conversations with Other Women,2006,Comedy,R,Fabrication Films,450000.0,379418.0,1297745.0
Napoleon Dynamite,2004,Comedy,PG,Fox Searchlight,400000.0,44540956.0,46122713.0
Quinceanera,2006,Drama,R,Sony Pictures Classics,400000.0,1692693.0,2797199.0
Heroes,2008,Adventure,R,Eros Entertainment,400000.0,655538.0,655538.0
Jackpot,2001,Drama,R,,400000.0,44452.0,44452.0
Fabled,2004,Horror,R,Indican Pictures,400000.0,31425.0,31425.0
The Dark Hours,2005,Horror,R,Freestyle Releasing,400000.0,423.0,423.0
God's Army,2000,Drama,PG,Excel Entertainment,300000.0,2637726.0,2652515.0
Pieces of April,2003,Comedy,PG-13,MGM,300000.0,2528664.0,3571253.0
Wendy and Lucy,2008,Drama,R,Oscilloscope Pictures,300000.0,865695.0,1416046.0
First Morning,2005,Drama,PG-13,Illuminare,300000.0,87264.0,87264.0
3 Backyards,2011,Drama,R,Screen Media Films,300000.0,39475.0,39475.0
Fighting Tommy Riley,2005,Drama,R,Freestyle Releasing,300000.0,10514.0,10514.0
Compliance,2012,Drama,R,Magnolia Pictures,270000.0,319285.0,830700.0
